0,0,0,0,0,0,0,0,2.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83671e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.79366e-43,0,0,1.43493e-42,0,5.60519e-45,0,0,0,0,0,0,0,0,0,0,4.59177e-41,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52435e-29,0,0,0,0,0,0,0,4.59177e-41,0,0,0,0,0,0,5.60519e-45,0,0,0,0,0,3.67342e-40,0,0,0,0,1.46937e-39,1.08526e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85186e-34,2.93874e-39,0,0,0,0,5.73972e-42,0,0,0,0,0,0,0,5.87747e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22859e-42,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48416e-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14794e-41,0,0,3.58732e-43,0,0,1.43493e-42,0,8.81621e-39,0,0,0,0,0,0,0,0,0,7.17465e-43,0,0,0,3.67342e-40,0,0,0,0,0,0,0,0,0,7.17465e-43,0,0,0,0,0,0,0,9.18355e-41,0,0,0,0,0,0,0,0,0,0,5.73972e-42,0,2.86986e-42,0,0,3.85186e-34,0,0,0,0,0,1.0842e-19,0,3.67342e-40,0,0,0,0,7.34684e-40,0,0,0,0,0,0,0,0,0,0,0,0,1.79366e-43,0,0,0,1.50463e-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14794e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58732e-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86986e-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.87747e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85186e-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18355e-41,0,2.24208e-44,0,0,0,0,4.59177e-41,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40395e-38,0,5.73972e-42,0,0,1.50463e-36,0,0,0,0,0,0,0,9.40395e-38,0,0,0,0,0,0,0,0,0,7.34684e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9.40395e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17465e-43,0,0,3.85186e-34,0,0,1.14794e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.4013e-45,0,0,0,0,0,0,0,0,2.52435e-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842e-19,0,0,0,0,0,0,0,0,0,0,0,0,2.29589e-41,0,-95,-87,-92,-80,-114,-106,-102,-110,-124,-108,-28,13,-14,-58,-88,-84,-53,-29,0,0,0,0,0,0,0,0,0,0,0,0,2.52435e-29,3.85374e-34,0,0,0,0,0,0,0,3.85186e-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14794e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83671e-40,0,0,0,0,0,0,0,0,1.43493e-42,0,0,0,0,0,0,0,2.29589e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52435e-29,0,9.18355e-41,0,0,0,0,0,9.40395e-38,0,0,0,0,0,0,2.24208e-44,5.73972e-42,0,9.18355e-41,0,0,0,0,0,6.88766e-41,0,1.50464e-36,0,0,0,0,0,5.87747e-39,0,0,0,0,0,0,0,32,-2,-16,-9,-6,6,6,4,2,3,8,3,-15,6,20,24,31,52,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79366e-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35099e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12104e-44,0,0,5.73972e-42,0,0,0,0,0,3.67342e-40,0,2.29589e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60519e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43493e-42,0,0,0,0,0,-53,-48,-45,-35,-45,-36,34,46,61,51,13,17,38,32,3,3,-7,-15,-21,-11,1,15,10,19,25,21,2,-35,-32,-8,-7,-103,-115,-128,0,0,0,0,0,2.29589e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67342e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34684e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4,-9,-46,-45,-28,3,-6,-64,-38,-27,-18,-13,-34,-55,-62,-39,-28,-6,10,14,-1,-14,-27,-31,-51,-66,-50,-9,-1,-2,-6,-13,-13,11,19,30,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34684e-40,9.40395e-38,0,0,0,0,0,0,0,0,0,0,0,9.40395e-38,0,0,0,0,0,0,0,0,0,0,1.46937e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96831e-44,0,3.85186e-34,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,1.17549e-38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,-7,-45,-53,-45,-27,-9,2,-2,-13,-14,-28,-39,-52,-46,-36,6,27,38,36,25,9,-10,-14,-9,-3,-9,8,40,40,20,-12,-23,-8,0,22,37,22,34,33,-18,-9,17,0,2.29589e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,7.17465e-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14794e-41,0,0,0,0,0,0,0,0,0,0,1.0842e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93874e-39,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.46937e-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,-54,-71,-49,-17,15,33,34,15,7,-17,-27,2,17,22,21,32,33,23,-3,-7,-10,-15,-29,-36,-32,-26,-19,-24,-19,-19,-20,-32,-17,2,0,11,27,19,-6,30,36,45,61,42,36,-79,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17549e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52435e-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09845e-42,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48416e-44,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,-30,-38,-26,10,37,34,15,0,-9,-12,-1,26,53,39,26,17,5,-6,-15,-28,-43,-55,-56,-35,-20,-3,6,9,13,12,10,-4,-5,0,0,-15,-28,-39,-56,-91,-119,-156,-164,-164,-143,-128,-82,-41,-28,-11,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24208e-44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58732e-43,0,0,0,0,0,0,7.34684e-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96831e-44,0,0,0,0,0,0,0,0,0,0,1.12104e-44,0,0,0,0,0,0,0,3.85186e-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
